,image,proposed manus
516,P96-Fg077-R-C01-R01-D12082015-T145601-LR445 _PSC,"['4Q269', '4Q419', '4Q80', '4Q381', '4Q37', '4Q282', '4Q547', '4Q217', '4Q423', '4Q252', '4Q266', '4Q382', '4Q265', '4Q418', '4Q418', '4Q51', '4Q163', '4Q10', '4Q419', '4Q163']"
517,P95-Fg071-R-C01-R01-D07072015-T124348-LR445 _PSC,"['4Q269', '4Q381', '4Q80', '4Q418', '4Q269', '4Q37', '4Q418', '4Q208', '4Q391', '4Q502', '4Q322', '4Q418', '4Q223', '4Q502', '4Q245', '4Q418', '4Q418', '4Q196', '4Q275', '4Q223']"
518,P73-Fg011-R-C01-R01-D20082015-T102250-LR445 _PSC,"['4Q418', '4Q23', '4Q418', '4Q394', '4Q37', '4Q510', '4Q37', '4Q42', '4Q256', '4Q23', '4Q299', '4Q525', '4Q419', '4Q197', '4Q545', '4Q525', '4Q242', '4Q381', '4Q416', '4Q82']"
519,P78-Fg031-R-C01-R01-D20072014-T102043-LR445 _PSC,"['4Q423', '4Q266', '4Q161', '4Q51', '4Q321', '4Q158', '4Q10', '4Q47', '4Q51', '4Q57', '4Q51', '4Q227', '4Q381', '4Q99', '4Q71', '4Q105', '4Q381', '4Q51', '4Q57', '4Q379']"
520,P90-Fg001-R-C01-R01-D26042015-T103536-LR445 _PSC,"['Mas 1b', '4Q23', '4Q525', '4Q60', '4Q416', '4Q256', '4Q216', '4Q112', '11Q17', '4Q436', '4Q418', '4Q394', '4Q51', '4Q30', '4Q34', '4Q531', '4Q525', '4Q221', '4Q242', '4Q103']"
521,P82-Fg044-R-C01-R01-D09102013-T124311-LR445 _ColorCalData_IAA_Both_CC110304_110702,"['4Q167', '4Q176', '4Q537', '2Q2', '4Q267', '4Q200', '4Q389', '2Q2', '4Q51', '4Q105', '4Q71', '4Q381', '4Q381', '11Q18', '4Q27', '4Q379', '4Q47', '4Q51', '3Q4', '11Q18']"
522,P72-Fg019-R-C01-R01-D30082015-T124226-LR445 _PSC,"['4Q27', '4Q429', '4Q381', '4Q51', '4Q364', '4Q51', '4Q27', '4Q23', '4Q113', '4Q267', '4Q32', '4Q113', '4Q57', '4Q364', '4Q158', '4Q243', '4Q381', '4Q543', '4Q99', '4Q23']"
523,P91-Fg025-R-C01-R01-D29032015-T131155-LR445 _PSC,"['4Q23', '4Q37', '4Q418', '4Q381', '4Q299', '4Q299', '4Q206', '4Q394', '4Q37', '4Q418', '4Q242', '4Q525', '4Q205', '4Q103', '4Q78', '4Q418', '4Q256', '4Q550', '4Q197', '4Q418']"
524,P8-Fg029-R-C01-R01-D23062015-T130525-LR445 _PSC,"['4Q500', '4Q502', 'MUR48', '4Q382', '4Q302', '4Q196', '4Q519', '4Q196', 'MUR48', '4Q382', '4Q223', '4Q572', '4Q208', '4Q107', '4Q558', '4Q224', '4Q23', '6Q9', '4Q519', '4Q224']"
525,P70-Fg001-R-C01-R01-D06092016-T103041-LR445 _PSC,"['4Q23', '4Q394', '4Q418', '4Q525', '4Q242', '4Q37', '4Q37', '4Q103', '4Q256', '4Q418', '4Q299', '4Q206', '4Q60', '4Q531', '4Q531', '4Q525', '4Q388', '4Q23', '4Q176', '4Q221']"
526,P95-Fg114-R-C01-R01-D08072015-T152250-LR445 _PSC,"['4Q13', '4Q82', '4Q531', '4Q510', '4Q392', '4Q32', '4Q460', '4Q178', '4Q531', '4Q23', '4Q256', '4Q525', '4Q34', '4Q42', '4Q103', '4Q141', '4Q418', '4Q197', '4Q536', '4Q107']"
527,P94-Fg021-R-C01-R01-D10062015-T135130-LR445 _PSC,"['4Q61', '4Q73', '4Q7', '4Q72', '4Q416', '4Q107', '4Q41', '4Q49', '2Q24', '2Q24', '1Q29', '4Q10', '2Q23', '2Q23', '4Q73', '4Q61', '2Q23', '4Q416', '2Q24', '1Q29']"
528,P68-Fg045-R-C01-R01-D07102015-T141808-LR445 _PSC,"['4Q205', '4Q33', '4Q51', '4Q56', '2Q23', '4Q98', '4Q23', '4Q202', '11Q7', '4Q209', '3Q7', '4Q266', '11Q5', '11Q13', '4Q356', '4Q87', '4Q531', '2Q21', '4Q47', '4Q83']"
529,P96-Fg053-R-C01-R01-D12082015-T103324-LR445 _PSC,"['4Q176', '4Q208', '6Q18', '4Q266', '4Q502', '4Q398', '4Q269', '4Q196', '4Q382', '4Q208', '4Q265', '4Q558', '4Q196', 'MUR38', '4Q223', '4Q88', '6Q7', '4Q418', '4Q418', '4Q502']"
